User_ID,Age,Income,City_Tier,Device_Type,Traffic_Source,Pages_Viewed,Products_Viewed,Time_On_Site,Previous_Purchases,Discount_Seen,Browser_Version,Campaign_Code,Converted
1857,,48921.79539023111,3,Tablet,Paid Ads,2,5,13.5,1,1,20,4061,0
1858,45.0,70926.72843719869,2,Desktop,Organic,3,1,,1,1,2,9799,0
1859,22.0,102427.88380575718,1,Mobile,Paid Ads,18,13,,5,1,9,1106,0
1860,39.0,82456.56359350993,3,Tablet,Organic,6,6,12.54,2,1,12,1188,0
1861,,99702.20856404828,1,Mobile,Social Media,26,23,12.79,2,0,7,7780,0
1862,32.0,68835.22204398425,2,Mobile,Organic,7,10,16.88,3,0,6,6323,0
1863,50.0,67138.31762694192,1,Desktop,Social Media,1,1,16.5,2,0,19,6004,0
1864,51.0,80544.8003611584,3,Tablet,Paid Ads,19,20,42.28,4,1,17,1319,0
1865,32.0,77899.27550553114,2,Tablet,Social Media,18,24,5.15,2,1,18,4901,0
1866,29.0,52883.54226407317,2,Mobile,Paid Ads,8,3,18.13,3,1,12,8766,0
1867,53.0,,2,Mobile,Social Media,16,15,7.36,1,0,8,6396,1
1868,61.0,79297.10833141174,3,Mobile,Paid Ads,30,31,9.92,3,1,2,8489,0
1869,37.0,55161.79869488973,2,Mobile,Organic,13,14,,3,0,20,7271,0
1870,27.0,85543.77035844048,3,Tablet,Referral,5,2,14.89,5,0,2,3265,0
1871,42.0,57038.09095502654,2,Mobile,Referral,30,33,,4,0,11,2020,0
1872,,65847.1395547881,2,Mobile,Organic,27,21,,4,0,21,3060,0
1873,,58991.64199529757,2,Tablet,Email,11,10,6.78,3,1,12,6698,0
1874,41.0,71741.7425704498,1,Mobile,Referral,10,8,6.08,2,1,17,7223,0
1875,,92137.31849717739,1,Desktop,Paid Ads,1,4,10.04,1,1,23,8694,0
1876,53.0,37748.992177558364,2,Mobile,Organic,30,35,9.87,1,1,12,1823,0
1877,44.0,81555.55718866349,1,Desktop,Referral,15,11,15.51,0,0,8,9326,0
1878,37.0,64532.68669192734,2,Mobile,Referral,6,1,19.6,4,1,6,7968,0
1879,49.0,52329.736229530456,2,Mobile,Email,22,18,11.34,2,1,16,8822,1
1880,34.0,39589.49647591873,2,Tablet,Social Media,8,11,13.14,0,0,17,9519,0
1881,26.0,87413.91490057918,3,Desktop,Paid Ads,21,18,16.64,2,0,18,3205,0
1882,48.0,,2,Desktop,Paid Ads,1,1,17.15,2,1,8,5410,0
1883,,77139.42935296879,1,Mobile,Social Media,15,23,5.75,2,0,11,7309,0
1884,64.0,78918.85307249708,1,Mobile,Paid Ads,1,1,19.11,4,1,4,4209,1
1885,33.0,109455.48513105651,2,Desktop,Paid Ads,12,11,28.03,4,1,13,8272,1
1886,,108364.27656750171,3,Mobile,Paid Ads,8,7,15.17,5,0,17,1238,0
1887,,,2,Mobile,Social Media,4,4,6.6,4,0,18,1734,0
1888,18.0,95561.33366223543,3,Mobile,Organic,12,9,11.97,2,0,12,9302,1
1889,65.0,127066.25501766709,1,Desktop,Social Media,19,17,,4,1,3,9144,1
1890,19.0,82053.43887159225,2,Mobile,Referral,12,17,24.18,1,1,4,5769,1
1891,18.0,89027.60675324063,2,Mobile,Organic,7,7,2.12,1,0,9,5551,0
1892,28.0,86719.40940445926,3,Desktop,Paid Ads,24,25,6.72,1,0,20,6650,0
1893,,55819.32229896556,2,Desktop,Social Media,3,3,7.36,1,1,7,6498,0
1894,34.0,73688.71429268841,2,Desktop,Referral,7,5,16.51,2,0,19,7503,1
1895,54.0,,3,Mobile,Organic,13,13,16.8,0,0,6,6010,0
1896,25.0,77172.17738945725,1,Mobile,Paid Ads,24,25,18.44,2,0,22,5835,1
1897,65.0,77226.38308989721,1,Desktop,Organic,3,5,14.37,1,0,3,4874,0
1898,63.0,70402.94903355202,2,Mobile,Referral,15,16,10.93,1,1,17,2137,0
1899,36.0,90455.73544516318,1,Tablet,Social Media,2,1,11.72,2,1,1,7620,0
1900,30.0,43289.12762876919,2,Mobile,Organic,28,31,22.94,0,0,6,8261,1
1901,22.0,,1,Mobile,Paid Ads,17,14,7.39,3,1,6,9135,0
1902,40.0,,3,Mobile,Paid Ads,28,26,13.92,2,1,10,6067,1
1903,45.0,19906.584078504282,1,Mobile,Paid Ads,21,15,19.01,2,1,3,2762,0
1904,24.0,,1,Mobile,Referral,26,27,18.54,3,0,17,7000,0
1905,,70330.45345533402,1,Desktop,Paid Ads,22,24,4.82,4,0,3,5084,0
1906,32.0,89072.61798073394,2,Mobile,Organic,11,13,6.11,4,1,22,2278,1
1907,46.0,59022.01978669666,3,Mobile,Email,7,7,15.88,2,0,7,6645,0
1908,44.0,68899.12285087074,1,Mobile,Organic,4,4,11.25,1,0,21,3453,0
1909,51.0,83716.91736158411,1,Mobile,Email,12,7,,7,0,12,7953,1
1910,38.0,62844.82793494468,2,Mobile,Paid Ads,19,18,3.36,3,1,7,2161,0
1911,59.0,86512.00384043675,2,Mobile,Organic,6,8,18.61,2,0,9,8296,0
1912,22.0,107452.53300445629,3,Mobile,Paid Ads,28,29,16.11,1,0,13,6555,1
1913,49.0,,2,Mobile,Social Media,27,28,11.3,2,0,18,1122,0
1914,53.0,53377.059948421935,1,Mobile,Social Media,2,3,3.68,3,1,5,6504,0
1915,55.0,45177.01569266964,1,Tablet,Organic,4,4,8.85,4,0,22,2693,0
1916,64.0,120203.20290280138,2,Mobile,Social Media,1,4,,2,1,20,2624,0
1917,62.0,101903.38270001311,2,Mobile,Social Media,29,35,,1,1,15,9329,0
1918,29.0,108452.25469139908,2,Desktop,Social Media,28,26,14.05,2,1,3,1209,1
1919,35.0,80169.45534693185,1,Mobile,Paid Ads,11,12,,1,1,22,4825,0
1920,28.0,57851.52974540066,2,Desktop,Organic,19,19,4.63,4,1,9,3973,0
1921,22.0,,1,Mobile,Referral,5,6,,4,1,2,9766,0
1922,54.0,45843.47606258115,3,Mobile,Organic,1,1,12.78,2,1,22,7165,0
1923,,66293.82342045625,1,Mobile,Organic,14,12,18.72,1,0,18,2437,0
1924,39.0,86516.52864026115,2,Mobile,Social Media,16,12,29.18,4,0,7,7170,1
1925,61.0,,2,Mobile,Organic,7,5,4.83,4,1,13,6501,0
1926,19.0,52444.83284542854,3,Mobile,Referral,16,17,8.96,4,1,3,9165,1
1927,54.0,86295.5262060886,1,Desktop,Social Media,8,9,,5,0,21,3856,0
1928,,66251.8680436925,2,Mobile,Organic,20,25,16.77,2,0,2,5613,0
1929,48.0,90474.38497285731,1,Mobile,Social Media,10,6,9.78,4,0,24,1483,0
1930,65.0,66031.92977422965,2,Tablet,Organic,17,12,,3,0,19,5466,0
1931,36.0,70463.71074799504,1,Mobile,Organic,5,9,12.84,2,0,18,1609,0
1932,52.0,47641.198243049446,2,Mobile,Paid Ads,22,18,15.85,1,0,14,2055,0
1933,55.0,,2,Tablet,Paid Ads,5,1,15.99,1,0,24,2103,0
1934,,,3,Tablet,Social Media,17,12,23.48,3,0,7,2413,0
1935,38.0,52044.03401363301,2,Desktop,Social Media,10,11,16.0,4,0,13,4683,0
1936,25.0,61151.044857451765,1,Mobile,Organic,9,9,16.78,2,1,13,9717,1
1937,,,1,Desktop,Email,9,7,13.0,1,1,22,5998,0
1938,61.0,44316.34693606154,2,Mobile,Paid Ads,23,22,9.58,4,0,14,8138,0
1939,,98178.39778929755,2,Mobile,Referral,28,29,,7,1,14,1513,1
1940,36.0,93574.06442992046,2,Mobile,Organic,16,17,14.55,5,1,12,6413,0
1941,26.0,61998.25628007403,2,Mobile,Social Media,12,14,11.15,1,1,5,1520,0
1942,33.0,100331.51495935195,2,Mobile,Organic,20,20,9.02,4,0,8,2478,0
1943,48.0,82081.9197664783,1,Mobile,Referral,20,19,18.27,3,0,22,5216,0
1944,55.0,,1,Mobile,Referral,2,3,11.08,0,0,18,1216,0
1945,,80429.36490738703,2,Desktop,Email,12,8,,3,0,2,8316,0
1946,57.0,,1,Desktop,Social Media,25,23,30.85,1,1,4,6463,0
1947,42.0,44766.03151932329,1,Desktop,Email,1,4,,2,1,13,9447,0
1948,18.0,74702.93624147268,1,Mobile,Social Media,1,1,,0,1,16,4903,0
1949,27.0,67966.73273876937,2,Tablet,Paid Ads,25,27,21.83,5,1,11,3214,1
1950,44.0,66424.09037761323,3,Mobile,Paid Ads,7,7,16.21,2,1,6,7967,1
1951,,83567.3757445001,2,Mobile,Organic,10,9,23.77,3,0,16,3468,0
1952,34.0,,2,Mobile,Paid Ads,21,22,3.12,7,1,21,2602,1
1953,46.0,76797.72344383907,2,Mobile,Referral,7,8,25.33,1,1,14,2081,0
1954,64.0,87738.72670781931,2,Desktop,Social Media,27,22,24.62,0,1,4,6981,1
1955,53.0,,1,Mobile,Organic,20,17,9.9,0,1,23,3459,0
1956,33.0,69915.78668720064,1,Mobile,Social Media,11,9,26.12,3,0,8,3347,0
1957,,49521.574406291955,2,Mobile,Organic,3,1,10.69,1,1,18,8393,0
1958,32.0,66007.90482141526,1,Mobile,Paid Ads,11,7,12.37,2,1,14,7734,0
1959,24.0,91676.64641944112,3,Tablet,Organic,26,28,12.95,1,0,11,1194,0
1960,49.0,83531.66887488037,1,Tablet,Social Media,6,8,13.25,0,1,14,3429,0
1961,53.0,28457.563010423793,3,Desktop,Email,30,28,,2,0,15,4555,1
1962,,49007.122342984716,1,Mobile,Social Media,3,5,13.02,5,1,17,8124,0
1963,22.0,81002.48419318194,2,Mobile,Organic,7,11,,6,0,6,7423,1
1964,,12000.0,1,Mobile,Email,4,1,,5,1,6,2467,0
1965,,60368.972872623846,1,Desktop,Organic,17,15,,1,0,11,4511,0
1966,44.0,43298.055695441384,1,Mobile,Email,6,8,9.73,7,1,1,9108,0
1967,59.0,69827.47033373981,2,Mobile,Organic,19,20,,2,0,23,7855,0
1968,23.0,16148.960223619193,3,Mobile,Paid Ads,17,18,13.52,2,0,20,4457,0
1969,18.0,61013.36903243615,3,Mobile,Email,16,17,,4,0,15,4669,0
1970,30.0,67303.94771791762,2,Tablet,Paid Ads,5,5,9.46,3,1,24,9312,0
1971,61.0,25360.699298543936,2,Mobile,Organic,20,17,,3,1,2,3116,0
1972,56.0,82059.2845655165,2,Mobile,Email,4,1,9.09,1,1,20,5849,0
1973,53.0,78449.8269902794,2,Mobile,Organic,4,2,7.6,2,1,24,5102,0
1974,24.0,87229.27039695963,3,Desktop,Paid Ads,13,8,,2,1,12,9550,0
1975,63.0,43238.443762836265,3,Mobile,Referral,26,25,9.22,1,1,14,2444,0
1976,63.0,76826.98707964657,1,Desktop,Social Media,4,1,12.15,3,1,2,1333,1
1977,,67082.57871585297,3,Mobile,Organic,23,21,1.49,1,0,13,3955,0
1978,,89821.3997112518,3,Desktop,Email,12,13,,1,1,24,3692,1
1979,29.0,85546.82271067979,2,Tablet,Paid Ads,26,24,2.3,1,1,15,1650,1
1980,48.0,,2,Mobile,Social Media,19,14,11.37,2,0,21,3097,1
1981,42.0,72384.63512714375,2,Mobile,Social Media,8,13,,6,1,2,5009,1
1982,32.0,85236.71846155648,3,Mobile,Paid Ads,23,27,12.94,3,0,2,4277,0
1983,27.0,66113.52741103363,3,Desktop,Paid Ads,9,8,10.69,3,0,6,6012,0
1984,62.0,89223.99832280928,2,Mobile,Paid Ads,3,2,14.51,3,1,9,6244,0
1985,58.0,79113.9898364058,2,Mobile,Organic,10,8,33.56,7,0,14,5401,0
1986,56.0,75119.93098451995,1,Mobile,Referral,3,9,9.73,7,1,10,8006,1
1987,,56318.49750462459,1,Tablet,Organic,25,30,29.81,2,0,2,7782,1
1988,53.0,,2,Mobile,Organic,14,13,3.47,3,0,11,8828,0
1989,63.0,20357.342618093928,2,Mobile,Paid Ads,24,30,16.81,2,0,9,9938,0
1990,24.0,20991.659715068854,2,Mobile,Paid Ads,23,26,7.76,5,0,21,8169,0
1991,,35974.804224585234,1,Mobile,Organic,4,6,11.69,1,0,20,5908,0
1992,,,2,Mobile,Organic,16,18,10.42,1,1,15,9331,0
1993,40.0,50833.36615082888,1,Mobile,Paid Ads,18,16,6.53,1,0,20,4010,0
1994,57.0,61434.65708170232,3,Mobile,Social Media,26,20,11.51,1,1,24,5540,0
1995,46.0,74396.96490739081,3,Desktop,Social Media,12,17,13.07,1,1,10,1214,0
1996,29.0,,2,Desktop,Paid Ads,22,22,,0,1,14,3797,0
1997,50.0,64016.999884706165,2,Mobile,Organic,28,23,12.98,2,0,18,1202,0
1998,30.0,118271.76419737923,3,Mobile,Paid Ads,29,29,10.16,3,1,11,4871,0
1999,35.0,66427.06543077838,1,Desktop,Social Media,16,21,8.29,3,0,5,1740,0
2000,,48597.82699844435,1,Mobile,Email,24,24,,5,0,19,8265,0
2001,42.0,57142.081356647745,3,Desktop,Organic,18,18,6.5,1,1,9,6443,0
2002,56.0,39652.05436888464,1,Tablet,Organic,8,6,20.15,6,1,6,9695,0
2003,30.0,75840.76331452664,3,Desktop,Paid Ads,6,8,,1,1,18,4447,0
2004,22.0,120767.63393432958,1,Mobile,Paid Ads,12,12,7.4,6,1,3,6657,0
2005,50.0,118734.83073027711,2,Mobile,Paid Ads,3,7,,1,0,20,8029,0
2006,,,1,Mobile,Social Media,7,9,14.59,1,1,21,1473,0
2007,24.0,57000.38592495556,2,Mobile,Social Media,24,24,18.82,5,0,8,8798,0
2008,,88169.96531767938,2,Mobile,Social Media,17,17,12.98,4,1,17,7574,0
2009,41.0,56295.170265563625,3,Mobile,Social Media,21,15,10.11,1,1,3,3370,0
2010,,120136.38868906946,3,Mobile,Organic,16,15,,3,1,4,5522,0
2011,21.0,44267.28092071344,2,Mobile,Paid Ads,28,28,11.8,4,1,6,8622,0
2012,25.0,88445.9401993913,3,Mobile,Paid Ads,12,2,7.11,2,1,16,3584,0
2013,22.0,61704.7894841743,2,Mobile,Paid Ads,11,9,7.26,3,1,11,1541,0
2014,64.0,49995.71737303794,2,Desktop,Organic,28,31,12.68,3,0,10,4854,0
2015,50.0,18249.82470446059,1,Mobile,Email,7,6,19.07,3,0,8,3734,0
2016,,73017.17795527997,3,Mobile,Social Media,1,2,5.84,3,1,24,4808,0
2017,18.0,90958.53113022109,2,Mobile,Social Media,6,6,,0,0,15,7853,0
2018,57.0,,3,Mobile,Paid Ads,3,2,10.67,2,1,1,6914,0
2019,41.0,,1,Mobile,Paid Ads,10,6,23.95,1,1,13,8910,0
2020,18.0,74022.44037938758,3,Tablet,Paid Ads,1,1,8.71,6,1,22,2442,0
2021,49.0,75950.78046800102,3,Mobile,Referral,12,7,18.27,4,0,5,8877,0
2022,52.0,101264.64231888794,1,Mobile,Organic,21,22,23.95,3,1,10,2249,1
2023,37.0,20902.059336207814,3,Mobile,Organic,23,19,7.83,1,1,4,5301,1
2024,32.0,96570.55796755251,2,Mobile,Email,24,24,14.7,6,1,21,7958,0
2025,25.0,70493.51600448594,2,Mobile,Organic,28,28,,5,0,22,7477,1
2026,36.0,36440.765747172016,1,Tablet,Paid Ads,30,33,16.0,3,0,1,3847,0
2027,54.0,76679.40467984686,2,Tablet,Organic,3,5,,3,0,2,5626,0
2028,60.0,22921.6631997399,3,Desktop,Paid Ads,16,17,15.35,3,0,21,3353,0
2029,28.0,87126.71383718235,3,Tablet,Paid Ads,12,10,18.42,3,0,13,6731,0
2030,36.0,64256.476694303325,3,Mobile,Paid Ads,27,27,19.05,0,1,17,9403,0
2031,39.0,47146.26422746695,2,Mobile,Referral,10,11,,3,1,3,8546,1
2032,43.0,111290.20631257007,1,Mobile,Paid Ads,17,17,8.97,3,1,3,4345,0
2033,36.0,20012.063976294834,3,Mobile,Referral,30,31,10.01,3,1,5,1952,0
2034,,107897.67730651383,1,Mobile,Referral,21,22,14.57,5,0,4,9716,0
2035,49.0,92507.57566759207,3,Mobile,Organic,15,14,10.96,2,1,5,9313,0
2036,18.0,38549.480715636324,2,Mobile,Paid Ads,22,21,10.87,1,1,20,6553,0
2037,18.0,62346.68556149663,1,Mobile,Social Media,15,15,20.59,2,1,12,9883,1
2038,51.0,38453.5183499178,2,Mobile,Organic,23,25,29.49,3,0,18,1422,1
2039,56.0,40612.64583929802,3,Mobile,Email,7,2,19.69,2,1,24,5812,0
2040,63.0,130158.20256362096,3,Mobile,Organic,14,13,28.18,0,1,18,6512,1
2041,43.0,46818.15153622553,1,Tablet,Email,14,9,26.09,2,1,17,6448,0
2042,37.0,72297.40693724275,2,Mobile,Organic,11,10,,6,1,2,4032,0
2043,27.0,92654.62647013509,2,Mobile,Organic,10,8,5.49,2,1,5,4391,0
2044,58.0,61067.87343665663,2,Mobile,Social Media,21,23,8.6,3,0,1,6049,0
2045,,51833.71840137824,1,Desktop,Referral,15,16,25.35,3,1,20,2660,1
2046,29.0,73078.76903651207,1,Mobile,Paid Ads,6,9,6.58,1,1,18,8337,0
2047,,68780.25433265146,2,Desktop,Organic,16,20,,0,1,15,4435,0
2048,44.0,44335.8998070985,1,Mobile,Organic,26,22,6.04,1,0,18,5417,1
2049,45.0,71604.3815660535,2,Desktop,Paid Ads,6,6,26.73,2,1,23,3401,0
2050,,42827.15658991842,2,Desktop,Paid Ads,5,3,8.54,3,0,13,7708,0
2051,29.0,59679.63692829051,3,Mobile,Social Media,12,13,16.96,4,1,11,4983,0
2052,,,2,Mobile,Organic,2,1,7.35,2,0,4,3234,0
2053,32.0,96176.66830259419,2,Mobile,Referral,13,14,1.58,3,1,4,4036,1
2054,,55053.24045263192,2,Mobile,Paid Ads,27,30,5.33,4,0,7,6592,1
2055,28.0,,3,Tablet,Paid Ads,25,22,,2,0,10,3133,0
2056,19.0,66708.53727040613,1,Mobile,Referral,12,10,8.85,1,0,15,3191,0
2057,49.0,79700.3551262056,2,Mobile,Organic,28,29,,2,0,13,6943,0
2058,,92909.96993747544,2,Mobile,Organic,30,28,1.3,2,1,6,6820,0
2059,53.0,68377.51344937568,3,Desktop,Organic,25,23,,1,1,8,4417,0
2060,51.0,42967.893231498674,2,Mobile,Paid Ads,24,27,13.96,1,0,10,2019,1
2061,37.0,42109.004985506064,2,Desktop,Email,27,25,15.0,3,0,14,8638,0
2062,30.0,,1,Mobile,Paid Ads,29,30,7.95,1,1,20,3609,0
2063,,68873.59126582679,2,Mobile,Paid Ads,2,1,13.13,1,1,24,7696,0
2064,,41830.657127099585,2,Mobile,Paid Ads,29,27,,4,1,24,9517,1
2065,54.0,56723.56740495408,2,Mobile,Organic,27,24,12.19,2,1,2,6799,1
2066,20.0,,1,Mobile,Organic,14,8,10.97,3,1,5,8991,0
2067,29.0,56954.57730259311,1,Mobile,Social Media,12,12,8.18,1,0,19,8898,0
2068,,,1,Mobile,Organic,2,1,11.99,2,0,20,2459,0
2069,61.0,72120.60643201254,3,Mobile,Paid Ads,20,22,21.57,3,1,23,2425,1
2070,58.0,43734.47838230255,2,Tablet,Organic,4,3,10.63,5,1,12,5044,0
2071,53.0,54264.077494947465,2,Mobile,Paid Ads,17,20,17.45,3,0,19,3803,0
2072,56.0,83338.83197375818,1,Mobile,Referral,7,8,7.3,6,1,9,6745,0
2073,62.0,,1,Desktop,Email,19,21,4.23,1,0,14,6037,0
2074,,100330.43130208517,1,Mobile,Paid Ads,4,1,,2,1,6,3545,1
2075,55.0,82780.45000152255,1,Mobile,Social Media,3,6,9.71,7,1,12,6905,0
2076,25.0,86865.35386231758,1,Mobile,Organic,12,16,8.09,3,0,21,9294,0
2077,,57853.13410967735,3,Mobile,Social Media,14,18,8.99,5,1,21,4600,0
2078,49.0,48289.49633166497,2,Desktop,Paid Ads,23,24,,2,1,22,9519,0
2079,34.0,82415.98575088156,2,Mobile,Referral,16,11,,1,1,10,6758,1
2080,31.0,121753.40925500228,2,Mobile,Paid Ads,9,13,,1,1,21,4433,0
2081,29.0,,3,Mobile,Referral,26,18,4.24,2,0,14,8745,0
2082,62.0,52244.554143946334,2,Desktop,Referral,21,25,13.12,2,1,16,3368,1
2083,19.0,,2,Mobile,Paid Ads,20,21,13.13,6,0,16,2897,0
2084,45.0,60515.16064530163,2,Tablet,Organic,2,5,17.61,5,0,14,8423,1
2085,23.0,56112.95249950564,3,Mobile,Organic,20,22,,0,0,24,9850,1
2086,45.0,40081.06369685076,1,Mobile,Referral,11,13,23.91,1,1,19,4247,0
2087,53.0,51788.68708776288,1,Mobile,Email,25,25,15.26,3,0,23,1971,0
2088,54.0,,2,Tablet,Referral,12,8,16.84,1,0,10,1618,0
2089,27.0,,3,Mobile,Email,29,28,17.29,3,1,19,4791,1
2090,60.0,74332.25906674833,3,Mobile,Organic,16,17,10.52,3,0,20,7075,0
2091,33.0,,2,Mobile,Social Media,5,7,7.72,3,1,20,5604,0
2092,,,2,Tablet,Organic,18,20,,5,1,3,3493,0
2093,61.0,88491.73178134362,3,Desktop,Paid Ads,7,5,4.37,3,0,5,5886,0
2094,,42895.14806149359,3,Desktop,Paid Ads,2,2,5.96,2,1,19,9063,0
2095,58.0,82032.66849930499,3,Tablet,Referral,17,13,4.66,6,1,6,2205,0
2096,21.0,,3,Mobile,Email,26,26,5.32,6,0,16,2133,1
2097,58.0,,2,Mobile,Paid Ads,3,2,7.41,2,1,9,7127,0
2098,62.0,84522.29810308642,3,Mobile,Paid Ads,14,16,13.63,2,1,6,7513,0
2099,24.0,89970.44921459048,1,Desktop,Email,19,19,8.15,2,0,19,5554,1
2100,60.0,,3,Mobile,Email,9,8,8.14,5,1,4,2087,0
2101,44.0,73641.83412466172,1,Mobile,Organic,15,16,,4,1,20,1031,0
2102,,86094.55724596878,2,Mobile,Email,24,29,11.99,3,1,24,4672,1
2103,52.0,59521.51134907006,2,Mobile,Paid Ads,30,22,5.13,2,0,24,7256,0
2104,34.0,39112.78474614426,3,Mobile,Social Media,13,9,,0,1,23,8999,0
2105,29.0,74836.64097830126,2,Mobile,Email,28,29,11.06,2,0,16,9717,1
2106,,102322.85830623218,2,Desktop,Social Media,29,27,7.08,6,1,2,7438,1
2107,31.0,111888.24665251319,2,Mobile,Organic,7,7,10.83,2,0,22,5822,0
2108,46.0,83371.34327679375,2,Mobile,Email,10,10,14.24,4,1,2,6286,1
2109,32.0,33910.511164937256,1,Desktop,Organic,10,7,37.04,2,1,10,3468,1
2110,33.0,,2,Mobile,Social Media,1,1,10.78,1,1,13,7748,0
2111,44.0,65776.35392100063,1,Mobile,Email,22,18,6.85,1,0,5,6342,1
2112,,,3,Mobile,Social Media,4,5,16.4,2,1,20,9625,0
2113,42.0,,2,Mobile,Organic,3,1,6.43,3,1,10,1387,0
2114,49.0,48983.76297464044,2,Mobile,Organic,21,21,22.92,1,1,3,4165,0
2115,,62033.17985016914,1,Mobile,Referral,9,5,11.47,4,1,24,8525,0
2116,51.0,91445.60225353819,2,Mobile,Paid Ads,6,6,18.71,3,0,14,7540,0
2117,57.0,39066.04878328814,1,Desktop,Paid Ads,18,20,16.3,3,0,1,4004,0
2118,25.0,90083.76892394817,2,Desktop,Paid Ads,12,12,6.39,1,1,13,6702,0
2119,23.0,56458.72036022446,1,Desktop,Referral,15,15,6.13,5,1,5,4911,1
2120,39.0,75460.89174809182,3,Tablet,Referral,20,21,16.1,1,0,19,2283,0
2121,52.0,114085.26822924313,1,Desktop,Organic,21,21,4.25,7,0,21,5109,1
2122,58.0,53146.13980151182,3,Tablet,Referral,29,26,18.29,3,0,4,5631,1
2123,39.0,64277.917227677885,1,Desktop,Paid Ads,13,13,4.47,5,1,19,2105,0
2124,58.0,91275.88688626184,3,Desktop,Organic,13,15,10.65,2,0,16,6407,0
2125,27.0,83566.79324247775,2,Mobile,Paid Ads,18,21,5.9,2,1,4,4792,0
2126,51.0,130138.13446506062,2,Mobile,Social Media,1,6,11.13,2,0,2,9069,0
2127,50.0,90409.32240418569,1,Mobile,Referral,10,11,15.73,2,1,7,8415,0
2128,56.0,70829.1971310154,2,Mobile,Organic,25,22,15.19,4,1,21,1506,1
2129,18.0,,1,Mobile,Paid Ads,14,13,6.46,5,1,22,1926,1
2130,50.0,76735.41598774394,1,Mobile,Social Media,18,13,8.83,4,0,4,4946,0
2131,,124419.39278030655,2,Mobile,Paid Ads,21,23,7.2,3,0,19,5642,0
2132,58.0,79491.29553190697,3,Mobile,Referral,13,13,9.61,3,0,12,7980,0
2133,58.0,39324.29831221461,1,Desktop,Organic,9,10,14.83,5,1,12,2900,0
2134,35.0,,1,Mobile,Social Media,23,20,5.7,2,0,17,5214,0
2135,45.0,,2,Mobile,Referral,17,21,15.34,5,1,22,8019,1
2136,21.0,76668.11678419412,1,Mobile,Social Media,14,15,20.39,5,1,13,2602,1
2137,23.0,63594.81530101453,1,Mobile,Organic,26,24,7.44,2,1,24,4833,1
2138,,,2,Mobile,Organic,14,4,3.11,1,1,17,3042,0
2139,48.0,43290.09592415382,1,Tablet,Organic,8,8,8.62,2,0,13,8508,0
2140,46.0,62970.257885750005,2,Mobile,Email,8,10,12.78,3,1,6,7635,1
2141,,80891.23989084986,3,Mobile,Social Media,25,25,11.05,1,0,6,2709,0
2142,18.0,95031.05798157265,2,Desktop,Social Media,25,24,10.0,2,1,17,1317,0
2143,58.0,57144.303135062,3,Desktop,Paid Ads,16,14,4.93,6,1,2,6718,0
2144,58.0,98257.10359830235,3,Mobile,Social Media,5,9,7.65,1,0,18,1603,0
2145,25.0,18051.272204772766,1,Mobile,Paid Ads,26,26,13.77,1,1,17,3730,0
2146,27.0,110557.50386359368,1,Mobile,Organic,14,14,16.58,3,0,2,5330,0
2147,57.0,27727.210534279395,2,Desktop,Organic,14,10,6.2,1,0,20,8931,0
2148,57.0,,2,Mobile,Email,23,22,12.01,2,1,16,4780,0
2149,57.0,65288.28235448099,3,Mobile,Referral,17,16,3.31,3,0,19,8267,0
2150,35.0,54319.88187049427,3,Desktop,Paid Ads,20,24,8.57,5,1,10,5312,0
2151,56.0,119754.26624516973,1,Mobile,Paid Ads,10,11,6.91,5,0,20,3757,1
2152,23.0,53691.989337027306,1,Mobile,Paid Ads,10,4,,0,1,6,4236,1
2153,65.0,118094.82933668137,1,Mobile,Referral,14,16,16.33,5,0,20,2316,1
2154,35.0,12000.0,2,Desktop,Social Media,29,24,6.98,2,1,4,4236,0
2155,26.0,14901.304314844769,2,Mobile,Organic,11,14,,2,0,15,2686,0
2156,18.0,71508.12105412716,2,Mobile,Referral,18,17,7.26,2,0,3,2518,0
2157,53.0,,2,Mobile,Social Media,8,11,8.98,2,0,6,5617,0
2158,27.0,29129.96488643589,1,Mobile,Paid Ads,9,11,,2,0,22,1727,0
2159,18.0,58628.349477388736,2,Desktop,Organic,29,29,,5,1,3,7072,1
2160,25.0,54614.91757523718,2,Mobile,Paid Ads,21,20,10.55,3,0,11,5763,1
2161,39.0,50772.70840577748,1,Desktop,Social Media,7,7,8.94,3,1,4,7809,1
2162,64.0,52989.28953017604,2,Tablet,Organic,26,27,14.14,1,0,3,4064,0
2163,46.0,68618.15772320618,2,Mobile,Social Media,24,25,14.2,8,0,21,3668,1
2164,38.0,82480.90315201864,3,Desktop,Organic,10,12,19.68,0,1,10,2791,0
2165,44.0,,2,Desktop,Referral,5,9,4.8,3,0,24,9606,0
2166,44.0,68695.47128427777,3,Mobile,Organic,21,19,21.85,3,1,24,4391,0
2167,25.0,33225.44309479012,2,Mobile,Organic,5,10,6.08,3,0,2,3662,0
2168,20.0,45557.20992728764,2,Desktop,Paid Ads,13,12,9.89,1,1,23,9097,0
2169,25.0,53672.94968008417,3,Desktop,Social Media,18,19,6.78,2,1,13,6371,1
2170,20.0,85975.12359208529,1,Mobile,Social Media,30,31,12.43,2,0,2,5379,1
2171,53.0,40385.08777878272,1,Mobile,Social Media,8,2,12.1,6,0,10,2029,0
2172,46.0,92539.94603964672,2,Mobile,Organic,19,19,,5,1,15,1326,1
2173,53.0,33295.232384250536,3,Mobile,Organic,28,30,12.64,1,1,8,3333,0
